contig	kmers_bp	total_bp	chrom
BH4.00005337	217	279346	EH23a.chrX
BH4.00007398	216	263859	EH23a.chr2
BH4.00004723	186	46973	EH23a.chrX
BH4.00004023	186	47267	EH23a.chr1
BH4.00002964	170	19209	EH23a.chr1
BH4.00002240	235	889937	EH23a.chr7
BH4.00004635	224	470037	EH23a.chrX
BH4.00013607	174	25903	EH23a.chrX
BH4.00008318	186	53772	EH23a.chrX
BH4.00005771	178	34305	EH23a.chr9
BH4.00011555	181	40930	EH23a.chr8
BH4.00007304	228	654993	EH23a.chrX
BH4.00003662	229	699372	EH23a.chr9
BH4.00001525	275	10646996	EH23a.chr8
BH4.00008149	186	59415	EH23a.chrX
BH4.00012371	179	39613	EH23a.chr3
BH4.00001328	248	2360328	EH23a.chrX
BH4.00005080	179	39836	EH23a.chr5
BH4.00006961	186	60726	EH23a.chr1
BH4.00003587	177	35922	EH23a.chr8
BH4.00006233	224	596148	EH23a.chrX
BH4.00018122	177	36723	EH23a.chr6
BH4.00006911	171	25767	EH23a.chr6
BH4.00000149	170	25069	EH23a.chr7
BH4.00168107	248	2630409	EH23a.chr9
BH4.00012864	181	48789	EH23a.chr8
BH4.00004683	175	34286	EH23a.chr3
BH4.00012646	176	37117	EH23a.chrX
BH4.00005300	248	2876005	EH23a.chr2
BH4.00004538	173	33114	EH23a.chr7
BH4.00018547	169	26047	EH23a.chr9
BH4.00018916	172	31518	EH23a.chr8
BH4.00000125	174	35570	EH23a.chrX
BH4.00001305	188	82976	EH23a.chrX
BH4.00000288	173	33692	EH23a.chrX
BH4.00002571	260	6375254	EH23a.chr9
BH4.00002813	173	33893	EH23a.chrX
BH4.00003647	176	40632	EH23a.chr8
BH4.00003821	171	30181	EH23a.chr8
BH4.00000097	177	43589	EH23a.chr5
BH4.00004094	248	3188786	EH23a.chr9
BH4.00019094	170	28732	EH23a.chrX
BH4.00001863	216	471931	EH23a.chrX
BH4.00002146	193	117818	EH23a.chr7
BH4.00000621	175	39828	EH23a.chrX
BH4.00002870	171	31587	EH23a.chr3
BH4.00000370	169	28121	EH23a.chrX
BH4.00003400	168	26507	EH23a.chr7
BH4.00014157	169	28187	EH23a.chr4
BH4.00000090	172	33928	EH23a.chr7
BH4.00005531	207	284014	EH23a.chrX
BH4.00002444	187	85114	EH23a.chr7
BH4.00007434	176	45543	EH23a.chr3
BH4.00023130	168	28601	EH23a.chr6
BH4.00003756	248	3812042	EH23a.chr7
BH4.00006733	172	37021	EH23a.chr8
BH4.00006760	229	1214005	EH23a.chr4
BH4.00003494	175	46989	EH23a.chr1
BH4.00007175	167	28946	EH23a.chr9
BH4.00007668	200	221574	EH23a.chrX
BH4.00004063	173	42393	EH23a.chr8
BH4.00007049	166	27606	EH23a.chr7
BH4.00000415	167	29436	EH23a.chrX
BH4.00003172	173	42874	EH23a.chr8
BH4.00002233	217	656709	EH23a.chr1
BH4.00000714	170	36332	EH23a.chr3
BH4.00001453	163	23673	EH23a.chr1
BH4.00020921	174	47020	EH23a.chr8
BH4.00006167	217	683912	EH23a.chr5
BH4.00003370	171	40281	EH23a.chr2
BH4.00002624	175	53995	EH23a.chr5
BH4.00013318	165	29859	EH23a.chr3
BH4.00002812	163	26545	EH23a.chr9
BH4.00168092	248	5440690	EH23a.chr4
BH4.00002385	182	88050	EH23a.chr9
BH4.00002491	167	34504	EH23a.chr5
BH4.00015600	171	44353	EH23a.chr6
BH4.00006765	222	1093251	EH23a.chr4
BH4.00002250	186	116364	EH23a.chr8
BH4.00018725	155	16725	EH23a.chr3
BH4.00004730	161	24807	EH23a.chr5
BH4.00015953	165	32023	EH23a.chr8
BH4.00013014	164	30584	EH23a.chr8
BH4.00015319	164	30703	EH23a.chrX
BH4.00002798	248	6186153	EH23a.chr2
BH4.00003421	164	31213	EH23a.chr8
BH4.00014452	160	24287	EH23a.chr8
BH4.00005310	222	1217729	EH23a.chr5
BH4.00006693	186	125860	EH23a.chr6
BH4.00168097	166	35629	EH23a.chr5
BH4.00001603	161	26209	EH23a.chr8
BH4.00001137	166	36351	EH23a.chr1
BH4.00005993	217	978629	EH23a.chr8
BH4.00006271	186	136638	EH23a.chr1
BH4.00007144	160	26402	EH23a.chr8
BH4.00012846	166	38912	EH23a.chr6
BH4.00006910	164	34286	EH23a.chr4
BH4.00003038	166	39515	EH23a.chr2
BH4.00000143	158	24035	EH23a.chrX
BH4.00005732	164	35626	EH23a.chr3
BH4.00013465	155	20197	EH23a.chr3
BH4.00005532	163	33759	EH23a.chrX
BH4.00004078	165	40201	EH23a.chr8
BH4.00000942	163	36039	EH23a.chr5
BH4.00013957	164	38791	EH23a.chr8
BH4.00000870	155	21734	EH23a.chr5
BH4.00006362	195	288351	EH23a.chr5
BH4.00000598	159	28841	EH23a.chr2
BH4.00002309	186	166602	EH23a.chr3
BH4.00018800	155	22622	EH23a.chr8
BH4.00000046	165	43371	EH23a.chr7
BH4.00000099	164	40868	EH23a.chr5
BH4.00005341	229	2749001	EH23a.chr1
BH4.00000292	158	27745	EH23a.chr9
BH4.00003995	155	22930	EH23a.chr4
BH4.00004310	155	23043	EH23a.chr2
BH4.00002756	186	171891	EH23a.chr5
BH4.00007480	200	432268	EH23a.chrX
BH4.00011775	155	23802	EH23a.chr8
BH4.00007577	192	264045	EH23a.chr1
BH4.00007012	156	26192	EH23a.chr9
BH4.00023225	159	31952	EH23a.chr6
BH4.00016750	161	36490	EH23a.chr8
BH4.00002794	155	24682	EH23a.chrX
BH4.00015743	163	41601	EH23a.chr8
BH4.00016332	155	24769	EH23a.chrX
BH4.00018431	155	24976	EH23a.chr8
BH4.00003018	155	24976	EH23a.chr1
BH4.00007550	192	281585	EH23a.chrX
BH4.00020167	158	30705	EH23a.chr3
BH4.00013454	155	25289	EH23a.chrX
BH4.00015015	161	37841	EH23a.chr8
BH4.00011891	155	25550	EH23a.chr8
BH4.00001932	159	33407	EH23a.chr7
BH4.00003149	159	33494	EH23a.chr2
BH4.00015065	156	27603	EH23a.chr8
BH4.00003501	155	25873	EH23a.chr2
BH4.00014691	155	26055	EH23a.chr9
BH4.00003930	155	26439	EH23a.chr6
BH4.00006705	213	1197292	EH23a.chr2
BH4.00001746	161	39595	EH23a.chr2
BH4.00008353	164	48230	EH23a.chr4
BH4.00003941	155	26800	EH23a.chr3
BH4.00020443	155	26974	EH23a.chr3
BH4.00006405	155	27098	EH23a.chrX
BH4.00007171	159	35408	EH23a.chr2
BH4.00012346	154	25578	EH23a.chr4
BH4.00002131	161	40602	EH23a.chr7
BH4.00021201	155	27412	EH23a.chr6
BH4.00014547	150	19755	EH23a.chr3
BH4.00000896	155	27527	EH23a.chr5
BH4.00000251	155	27995	EH23a.chr9
BH4.00007307	155	28083	EH23a.chrX
BH4.00001153	155	28139	EH23a.chr1
BH4.00005886	157	32194	EH23a.chr6
BH4.00014306	155	28331	EH23a.chr8
BH4.00004480	158	34603	EH23a.chrX
BH4.00002073	157	32420	EH23a.chr4
BH4.00000017	155	28448	EH23a.chrX
BH4.00000013	155	28548	EH23a.chr7
BH4.00019706	158	35009	EH23a.chr8
BH4.00013626	155	28775	EH23a.chr6
BH4.00168103	155	28804	EH23a.chr3
BH4.00005091	155	28855	EH23a.chr4
BH4.00003155	155	28963	EH23a.chr2
BH4.00009399	155	29103	EH23a.chr1
BH4.00003001	155	29280	EH23a.chrX
BH4.00003402	155	29307	EH23a.chr5
BH4.00001964	159	38438	EH23a.chr2
BH4.00002451	155	29496	EH23a.chr7
BH4.00023610	155	29588	EH23a.chr8
BH4.00004982	155	29655	EH23a.chr5
BH4.00005131	159	39033	EH23a.chr8
BH4.00016155	155	30120	EH23a.chr8
BH4.00002836	157	34485	EH23a.chrX
BH4.00005777	176	122528	EH23a.chr1
BH4.00012323	155	30566	EH23a.chr8
BH4.00004911	186	241855	EH23a.chrX
BH4.00005246	156	32753	EH23a.chrX
BH4.00005401	155	30646	EH23a.chr5
BH4.00004789	158	37612	EH23a.chr3
BH4.00019390	155	30922	EH23a.chr9
BH4.00004206	155	31106	EH23a.chrX
BH4.00004891	155	31442	EH23a.chr7
BH4.00000306	155	31488	EH23a.chr9
BH4.00012471	155	31500	EH23a.chr8
BH4.00019849	155	31519	EH23a.chr8
BH4.00006229	155	31525	EH23a.chr6
BH4.00012609	155	31545	EH23a.chr8
BH4.00002621	155	31594	EH23a.chr9
BH4.00000420	155	31626	EH23a.chr4
BH4.00007844	171	92721	EH23a.chrX
BH4.00002111	155	31810	EH23a.chr7
BH4.00011705	158	38902	EH23a.chr8
BH4.00000685	155	31882	EH23a.chr3
BH4.00004203	155	31944	EH23a.chrX
BH4.00000427	155	32052	EH23a.chr4
BH4.00005040	155	32116	EH23a.chr4
BH4.00015166	155	32160	EH23a.chrX
BH4.00010452	155	32265	EH23a.chr5
BH4.00011799	158	39462	EH23a.chrX
BH4.00011383	155	32299	EH23a.chrX
BH4.00007469	192	387666	EH23a.chr4
BH4.00017533	155	32726	EH23a.chrX
BH4.00012857	155	32825	EH23a.chr3
BH4.00006037	152	26860	EH23a.chr5
BH4.00011306	155	32974	EH23a.chrX
BH4.00001237	155	33159	EH23a.chr2
BH4.00006357	155	33513	EH23a.chr8
BH4.00013425	155	33602	EH23a.chr6
BH4.00021308	155	33615	EH23a.chr8
BH4.00021221	155	33762	EH23a.chr8
BH4.00020985	155	33832	EH23a.chr8
BH4.00002833	155	34130	EH23a.chr2
BH4.00001229	155	34243	EH23a.chr1
BH4.00001389	155	34347	EH23a.chr1
BH4.00011811	155	35234	EH23a.chr1
BH4.00001641	155	35307	EH23a.chr7
BH4.00003378	155	35767	EH23a.chrX
BH4.00003055	158	44276	EH23a.chr5
BH4.00004548	156	38813	EH23a.chr7
BH4.00002626	155	36517	EH23a.chr7
BH4.00013778	155	36666	EH23a.chr8
BH4.00006840	155	36755	EH23a.chr9
BH4.00015979	155	36793	EH23a.chr2
BH4.00003793	155	36968	EH23a.chr2
BH4.00001344	155	37191	EH23a.chrX
BH4.00000137	155	37285	EH23a.chr5
BH4.00000788	155	37446	EH23a.chrX
BH4.00004874	155	37614	EH23a.chr7
BH4.00002159	155	37648	EH23a.chrX
BH4.00002092	155	37921	EH23a.chr7
BH4.00002506	158	46680	EH23a.chr5
BH4.00004346	155	38092	EH23a.chr4
BH4.00018845	155	38092	EH23a.chr9
BH4.00004984	155	38270	EH23a.chr5
BH4.00002636	155	38380	EH23a.chr9
BH4.00015702	154	36018	EH23a.chr8
BH4.00002615	155	38642	EH23a.chrX
BH4.00007400	155	38923	EH23a.chr3
BH4.00001072	155	38944	EH23a.chr6
BH4.00001975	155	39184	EH23a.chr2
BH4.00001527	217	2709271	EH23a.chr2
BH4.00005516	186	327066	EH23a.chrX
BH4.00001430	155	39559	EH23a.chr1
BH4.00005259	155	39784	EH23a.chr4
BH4.00002437	155	40040	EH23a.chr8
BH4.00000948	155	40090	EH23a.chr5
BH4.00005599	155	40224	EH23a.chr8
BH4.00004099	156	43082	EH23a.chr8
BH4.00004096	155	40367	EH23a.chrX
BH4.00006258	155	40373	EH23a.chr1
BH4.00006811	156	43462	EH23a.chrX
BH4.00001362	155	41478	EH23a.chr9
BH4.00005845	155	41796	EH23a.chr2
BH4.00000577	155	41856	EH23a.chr9
BH4.00012723	155	41884	EH23a.chr8
BH4.00006976	157	48063	EH23a.chr5
BH4.00007344	155	41951	EH23a.chr2
BH4.00011810	150	29834	EH23a.chr8
BH4.00002733	156	45690	EH23a.chr1
BH4.00005726	179	223095	EH23a.chr2
BH4.00013819	155	43155	EH23a.chr6
BH4.00010894	150	30770	EH23a.chr3
BH4.00000103	155	43942	EH23a.chr5
BH4.00000141	155	44194	EH23a.chrX
BH4.00005799	155	45135	EH23a.chr9
BH4.00002418	149	29996	EH23a.chr7
BH4.00004043	155	45826	EH23a.chr1
BH4.00000136	155	45846	EH23a.chrX
BH4.00004970	155	45867	EH23a.chr6
BH4.00000119	155	46056	EH23a.chrX
BH4.00013091	151	35263	EH23a.chr8
BH4.00001027	195	752773	EH23a.chr5
BH4.00020149	146	25121	EH23a.chr6
BH4.00000515	155	47207	EH23a.chr5
BH4.00006827	155	48034	EH23a.chr8
BH4.00004629	217	3583520	EH23a.chr6
BH4.00005472	155	48263	EH23a.chr7
BH4.00014921	151	36954	EH23a.chr8
BH4.00013875	155	49319	EH23a.chr8
BH4.00003268	221	4921672	EH23a.chr1
BH4.00006841	155	49414	EH23a.chr1
BH4.00017098	148	30345	EH23a.chr8
BH4.00013931	155	49558	EH23a.chr6
BH4.00168127	144	23096	EH23a.chr8
BH4.00006748	200	1154692	EH23a.chr5
BH4.00018027	147	29823	EH23a.chr8
BH4.00001747	149	34463	EH23a.chr2
BH4.00000022	217	4112306	EH23a.chr6
BH4.00005138	145	26490	EH23a.chr1
BH4.00007022	196	967531	EH23a.chr5
BH4.00004156	217	4244640	EH23a.chr3
BH4.00005386	138	16823	EH23a.chr4
BH4.00006237	155	56539	EH23a.chr1
BH4.00001414	166	123295	EH23a.chr1
BH4.00008124	155	57757	EH23a.chrX
BH4.00004965	141	21821	EH23a.chr3
BH4.00001906	147	33792	EH23a.chr7
BH4.00168121	168	153075	EH23a.chr3
BH4.00021787	152	49538	EH23a.chr8
BH4.00001087	155	62294	EH23a.chr4
BH4.00012706	150	44628	EH23a.chr8
BH4.00006228	155	65022	EH23a.chr1
BH4.00168101	150	46244	EH23a.chr1
BH4.00006922	141	24692	EH23a.chr4
BH4.00004351	147	38602	EH23a.chrX
BH4.00001401	158	90595	EH23a.chr1
BH4.00003607	143	31450	EH23a.chr8
BH4.00006293	140	25417	EH23a.chrX
BH4.00004406	155	78215	EH23a.chr9
BH4.00006607	186	776658	EH23a.chrX
BH4.00007926	157	94330	EH23a.chrX
BH4.00005289	144	36775	EH23a.chr4
BH4.00012097	140	27488	EH23a.chr6
BH4.00000203	155	84423	EH23a.chr3
BH4.00001221	217	7905592	EH23a.chr7
BH4.00004532	142	32676	EH23a.chr7
BH4.00016776	141	30483	EH23a.chr3
BH4.00017363	146	44378	EH23a.chr8
BH4.00021771	135	20245	EH23a.chrX
BH4.00006646	191	1299584	EH23a.chr3
BH4.00015377	142	35482	EH23a.chrX
BH4.00016674	139	29113	EH23a.chrX
BH4.00000406	134	21407	EH23a.chr6
BH4.00002606	152	81972	EH23a.chrX
BH4.00004454	132	18833	EH23a.chr7
BH4.00003189	155	104773	EH23a.chr8
BH4.00006540	189	1346925	EH23a.chr9
BH4.00015409	138	30049	EH23a.chr8
BH4.00007780	163	196984	EH23a.chrX
BH4.00004587	139	32743	EH23a.chr3
BH4.00003465	140	35668	EH23a.chr8
BH4.00006749	186	1147367	EH23a.chr4
BH4.00004753	186	1158246	EH23a.chrX
BH4.00004153	186	1176517	EH23a.chr9
BH4.00016848	136	27487	EH23a.chr3
BH4.00003778	138	32022	EH23a.chr9
BH4.00011162	133	22087	EH23a.chr1
BH4.00005596	183	956318	EH23a.chr8
BH4.00001727	208	6371049	EH23a.chr2
BH4.00005913	176	577265	EH23a.chr8
BH4.00003017	139	35668	EH23a.chr1
BH4.00006063	167	295128	EH23a.chr8
BH4.00012675	136	28576	EH23a.chr6
BH4.00000658	144	52344	EH23a.chr5
BH4.00019807	139	36103	EH23a.chrX
BH4.00001572	213	9648981	EH23a.chr5
BH4.00014418	141	42837	EH23a.chr8
BH4.00004960	139	37180	EH23a.chr4
BH4.00007800	158	158940	EH23a.chrX
BH4.00006494	186	1329061	EH23a.chr4
BH4.00006580	186	1353143	EH23a.chr4
BH4.00004834	133	24642	EH23a.chr8
BH4.00003895	138	37305	EH23a.chr9
BH4.00000093	136	32274	EH23a.chr9
BH4.00000277	136	32591	EH23a.chr9
BH4.00004056	199	4114256	EH23a.chr8
BH4.00008534	136	33667	EH23a.chrX
BH4.00008164	136	34054	EH23a.chr2
BH4.00001923	137	37353	EH23a.chrX
BH4.00012895	138	40681	EH23a.chr8
BH4.00018742	136	35021	EH23a.chr8
BH4.00011612	135	32867	EH23a.chr8
BH4.00009616	140	48551	EH23a.chr8
BH4.00006123	186	1682602	EH23a.chr9
BH4.00001805	155	157796	EH23a.chrX
BH4.00001269	157	185148	EH23a.chrX
BH4.00002433	134	31836	EH23a.chr7
BH4.00007815	155	164390	EH23a.chrX
BH4.00014839	134	32332	EH23a.chr8
BH4.00002133	134	32352	EH23a.chr7
BH4.00000779	155	167134	EH23a.chr3
BH4.00008331	135	35433	EH23a.chr8
BH4.00005767	189	2348796	EH23a.chr1
BH4.00003661	130	24310	EH23a.chrX
BH4.00010183	136	38828	EH23a.chr8
BH4.00006716	180	1267205	EH23a.chrX
BH4.00014319	132	30209	EH23a.chrX
BH4.00005686	188	2435850	EH23a.chr1
BH4.00004021	134	35785	EH23a.chr1
BH4.00000526	130	26445	EH23a.chr5
BH4.00001766	134	36886	EH23a.chr9
BH4.00001657	205	9887227	EH23a.chr2
BH4.00020322	131	29584	EH23a.chrX
BH4.00000433	132	32084	EH23a.chr4
BH4.00007672	155	196844	EH23a.chr1
BH4.00005751	133	35312	EH23a.chr9
BH4.00004329	155	201453	EH23a.chrX
BH4.00002207	131	31118	EH23a.chrX
BH4.00013070	124	18016	EH23a.chr3
BH4.00006068	133	37560	EH23a.chr3
BH4.00000689	131	33331	EH23a.chr3
BH4.00003348	132	36230	EH23a.chr6
BH4.00168109	180	1647866	EH23a.chr9
BH4.00001713	127	24532	EH23a.chr4
BH4.00001908	143	89806	EH23a.chr7
BH4.00006311	181	1864156	EH23a.chrX
BH4.00010304	124	19805	EH23a.chr9
BH4.00003140	131	34847	EH23a.chrX
BH4.00005796	124	20024	EH23a.chrX
BH4.00007679	155	239010	EH23a.chrX
BH4.00021847	124	20104	EH23a.chr7
BH4.00010643	127	25982	EH23a.chr8
BH4.00005642	129	30875	EH23a.chr5
BH4.00001040	186	3072260	EH23a.chrX
BH4.00002346	139	71394	EH23a.chr4
BH4.00005612	127	27210	EH23a.chrX
BH4.00005113	124	21445	EH23a.chrX
BH4.00007014	132	41347	EH23a.chr3
BH4.00002466	131	38194	EH23a.chr8
BH4.00002925	124	21896	EH23a.chr1
BH4.00003848	126	26080	EH23a.chr9
BH4.00020672	124	22268	EH23a.chr8
BH4.00018460	124	22376	EH23a.chr8
BH4.00016207	131	39584	EH23a.chr6
BH4.00002655	131	39706	EH23a.chr7
BH4.00004214	128	31484	EH23a.chr9
BH4.00010508	127	29073	EH23a.chr6
BH4.00017452	130	37837	EH23a.chr6
BH4.00015496	124	23335	EH23a.chrX
BH4.00007659	124	23355	EH23a.chr2
BH4.00000175	124	23512	EH23a.chr5
BH4.00008898	124	23527	EH23a.chrX
BH4.00000220	124	23906	EH23a.chr7
BH4.00002607	124	24021	EH23a.chr9
BH4.00005632	129	36141	EH23a.chr5
BH4.00016440	133	50421	EH23a.chr3
BH4.00003751	129	36443	EH23a.chr3
BH4.00011608	124	24263	EH23a.chrX
BH4.00003472	132	46585	EH23a.chr8
BH4.00006449	124	24491	EH23a.chr6
BH4.00002765	124	24664	EH23a.chrX
BH4.00004973	127	31792	EH23a.chrX
BH4.00000130	124	25151	EH23a.chr5
BH4.00003349	124	25602	EH23a.chr6
BH4.00000134	124	25677	EH23a.chrX
BH4.00003716	124	25926	EH23a.chr2
BH4.00019136	124	25988	EH23a.chr1
BH4.00017537	126	30625	EH23a.chr8
BH4.00009385	129	39241	EH23a.chrX
BH4.00021559	125	28287	EH23a.chrX
BH4.00004093	186	4276330	EH23a.chr3
BH4.00003891	131	47098	EH23a.chr8
BH4.00000349	124	26538	EH23a.chrX
BH4.00015636	124	26632	EH23a.chr8
BH4.00001788	124	26747	EH23a.chrX
BH4.00009558	124	26999	EH23a.chr3
BH4.00012835	124	27039	EH23a.chr7
BH4.00015154	124	27133	EH23a.chr8
BH4.00007259	127	35416	EH23a.chrX
BH4.00002200	124	27689	EH23a.chrX
BH4.00011880	124	27810	EH23a.chr7
BH4.00017676	124	27824	EH23a.chrX
BH4.00008394	132	54083	EH23a.chr6
BH4.00013955	124	28033	EH23a.chr8
BH4.00002562	124	28452	EH23a.chr5
BH4.00002917	124	28472	EH23a.chr4
BH4.00000823	128	39669	EH23a.chr5
BH4.00004068	126	33834	EH23a.chr9
BH4.00006499	171	1420079	EH23a.chr9
BH4.00015480	126	34167	EH23a.chrX
BH4.00002035	124	29090	EH23a.chr7
BH4.00018805	124	29131	EH23a.chrX
BH4.00017943	124	29191	EH23a.chrX
BH4.00001227	124	29397	EH23a.chr2
BH4.00005036	126	34777	EH23a.chr4
BH4.00015692	124	29523	EH23a.chrX
BH4.00005175	127	37878	EH23a.chr5
BH4.00016400	124	29550	EH23a.chr3
BH4.00002699	124	29592	EH23a.chr1
BH4.00007515	155	390334	EH23a.chr4
BH4.00013203	124	29761	EH23a.chr3
BH4.00003969	124	29801	EH23a.chrX
BH4.00019447	124	29816	EH23a.chrX
BH4.00008881	124	29897	EH23a.chrX
BH4.00006381	128	41691	EH23a.chr3
BH4.00001723	124	29974	EH23a.chr4
BH4.00004380	124	30007	EH23a.chrX
BH4.00006382	124	30045	EH23a.chr3
BH4.00009758	124	30091	EH23a.chr6
BH4.00015749	124	30423	EH23a.chrX
BH4.00019198	124	30534	EH23a.chr8
BH4.00003526	124	30632	EH23a.chrX
BH4.00017237	124	30984	EH23a.chr8
BH4.00011842	124	31054	EH23a.chr8
BH4.00003059	186	5487006	EH23a.chr3
BH4.00007247	161	686276	EH23a.chr6
BH4.00006079	124	31276	EH23a.chr8
BH4.00010175	124	31424	EH23a.chr8
BH4.00004130	124	31455	EH23a.chrX
BH4.00005758	124	31503	EH23a.chrX
BH4.00001748	124	31517	EH23a.chr6
BH4.00001157	196	12926964	EH23a.chr2
BH4.00001684	124	31596	EH23a.chr6
BH4.00013671	124	31688	EH23a.chr8
BH4.00009233	124	31762	EH23a.chrX
BH4.00004013	125	34771	EH23a.chr1
BH4.00001958	124	32087	EH23a.chrX
BH4.00005538	124	32097	EH23a.chr3
BH4.00003779	124	32395	EH23a.chr7
BH4.00004731	124	32415	EH23a.chr2
BH4.00005943	124	32471	EH23a.chr8
BH4.00005794	124	32504	EH23a.chr4
BH4.00013138	124	32673	EH23a.chr3
BH4.00017478	124	32803	EH23a.chr8
BH4.00014811	124	32880	EH23a.chrX
BH4.00005543	124	33043	EH23a.chr3
BH4.00001821	155	445683	EH23a.chrX
BH4.00003478	124	33099	EH23a.chr8
BH4.00009667	124	33118	EH23a.chr6
BH4.00005934	127	42606	EH23a.chr8
BH4.00018655	124	33190	EH23a.chr8
BH4.00017877	129	50544	EH23a.chr8
BH4.00005629	124	33361	EH23a.chr5
BH4.00018905	124	33404	EH23a.chr8
BH4.00002468	124	33597	EH23a.chr7
BH4.00010085	124	33874	EH23a.chr8
BH4.00015282	124	33938	EH23a.chr6
BH4.00013195	124	33946	EH23a.chr8
BH4.00017312	124	34026	EH23a.chr8
BH4.00006662	124	34030	EH23a.chrX
BH4.00004937	124	34047	EH23a.chr5
BH4.00000043	124	34400	EH23a.chr7
BH4.00002678	124	34814	EH23a.chr9
BH4.00005774	124	34827	EH23a.chr1
BH4.00008223	124	34833	EH23a.chr6
BH4.00007665	124	34887	EH23a.chr2
BH4.00000938	124	34936	EH23a.chr5
BH4.00001705	124	34986	EH23a.chr7
BH4.00014639	124	35155	EH23a.chr6
BH4.00014328	124	35163	EH23a.chr9
BH4.00003179	124	35206	EH23a.chr6
BH4.00006015	172	2027573	EH23a.chr8
BH4.00019651	124	35296	EH23a.chr8
BH4.00005106	124	35415	EH23a.chrX
BH4.00013705	124	35463	EH23a.chr8
BH4.00001242	124	35759	EH23a.chr2
BH4.00015786	124	36000	EH23a.chr8
BH4.00001131	172	2090341	EH23a.chr1
BH4.00003414	124	36060	EH23a.chr8
BH4.00007179	158	641667	EH23a.chr6
BH4.00003261	124	36116	EH23a.chrX
BH4.00009219	124	36136	EH23a.chr8
BH4.00005268	124	36151	EH23a.chr9
BH4.00007326	155	510252	EH23a.chr3
BH4.00000953	125	40280	EH23a.chr5
BH4.00016134	124	37048	EH23a.chr8
BH4.00001009	125	40515	EH23a.chr5
BH4.00018825	124	37308	EH23a.chr3
BH4.00002115	124	37364	EH23a.chr7
BH4.00004119	124	37381	EH23a.chr6
BH4.00001253	124	37476	EH23a.chrX
BH4.00003302	124	37480	EH23a.chr2
BH4.00001174	124	37626	EH23a.chr4
BH4.00016177	124	37628	EH23a.chr3
BH4.00007313	157	624979	EH23a.chr1
BH4.00021529	124	37946	EH23a.chr8
BH4.00016466	124	37970	EH23a.chr8
BH4.00001442	128	53567	EH23a.chr1
BH4.00000031	124	38224	EH23a.chr7
BH4.00005000	125	42109	EH23a.chr1
BH4.00011817	124	38765	EH23a.chr6
BH4.00009596	124	39111	EH23a.chr9
BH4.00001473	124	39280	EH23a.chr1
BH4.00001801	147	283052	EH23a.chr6
BH4.00001815	124	39718	EH23a.chr5
BH4.00020904	124	39818	EH23a.chr6
BH4.00006799	155	569447	EH23a.chr1
BH4.00006230	115	18769	EH23a.chr1
BH4.00002711	124	40578	EH23a.chr1
BH4.00018443	124	40617	EH23a.chr6
BH4.00012825	124	40746	EH23a.chrX
BH4.00006118	124	40864	EH23a.chrX
BH4.00001434	124	40884	EH23a.chr1
BH4.00005760	155	588994	EH23a.chr1
BH4.00008878	124	41683	EH23a.chr6
BH4.00000256	124	41768	EH23a.chr9
BH4.00000165	124	41815	EH23a.chr5
BH4.00000636	121	32448	EH23a.chr5
BH4.00004061	124	42134	EH23a.chr1
BH4.00005517	124	42251	EH23a.chr4
BH4.00014636	124	42490	EH23a.chr6
BH4.00004428	124	43157	EH23a.chr1
BH4.00006294	124	43377	EH23a.chr1
BH4.00021679	124	43607	EH23a.chr6
BH4.00000050	122	37041	EH23a.chr5
BH4.00005118	124	44203	EH23a.chr5
BH4.00004680	168	1971831	EH23a.chr3
BH4.00004195	124	44411	EH23a.chr3
BH4.00021395	124	45036	EH23a.chr8
BH4.00006721	124	45542	EH23a.chrX
BH4.00002700	124	45861	EH23a.chr2
BH4.00007556	118	27458	EH23a.chrX
BH4.00001907	124	46188	EH23a.chrX
BH4.00000793	120	33212	EH23a.chr5
BH4.00008782	124	46996	EH23a.chr6
BH4.00004367	155	704120	EH23a.chr9
BH4.00002465	124	48175	EH23a.chrX
BH4.00007309	120	34411	EH23a.chr1
BH4.00003960	124	48909	EH23a.chrX
BH4.00009582	124	49047	EH23a.chr8
BH4.00002176	118	29243	EH23a.chrX
BH4.00002686	124	49531	EH23a.chr1
BH4.00004159	124	50601	EH23a.chrX
BH4.00168111	120	35704	EH23a.chr8
BH4.00002329	124	50769	EH23a.chr3
BH4.00005735	124	51253	EH23a.chr1
BH4.00004160	119	33591	EH23a.chr6
BH4.00009071	124	52832	EH23a.chrX
BH4.00006793	124	53367	EH23a.chr1
BH4.00007064	124	55094	EH23a.chr4
BH4.00004572	113	21339	EH23a.chr9
BH4.00004280	128	80327	EH23a.chr1
BH4.00006161	115	25858	EH23a.chrX
BH4.00004281	124	58535	EH23a.chr1
BH4.00000462	124	60756	EH23a.chr5
BH4.00022761	119	39061	EH23a.chr8
BH4.00000925	124	61109	EH23a.chr5
BH4.00001926	124	61699	EH23a.chr7
BH4.00008555	121	47302	EH23a.chrX
BH4.00006991	155	1004142	EH23a.chr2
BH4.00005127	124	64686	EH23a.chr5
BH4.00000351	113	24271	EH23a.chrX
BH4.00000994	124	65660	EH23a.chr5
BH4.00000785	124	69172	EH23a.chr5
BH4.00007559	142	349432	EH23a.chr1
BH4.00001826	139	271384	EH23a.chr6
BH4.00002601	124	71184	EH23a.chr5
BH4.00003451	123	65565	EH23a.chr1
BH4.00022159	115	31909	EH23a.chr5
BH4.00005315	113	26772	EH23a.chr8
BH4.00003518	124	73934	EH23a.chr8
